redgauntlet;by;sir;
on;short;leave-taking;
short;leave-taking;aye;
leave-taking;aye;summertrees;
aye;summertrees;said;
summertrees;said;the;
said;the;provost;
the;provost;that;
provost;that;was;
that;was;when;
was;when;you;
when;you;played;
you;played;cheat-the-woodie;
played;cheat-the-woodie;and;
cheat-the-woodie;and;gat;
and;gat;the;
gat;the;by-name;
the;by-name;of;
by-name;of;pate-in-peril;
of;pate-in-peril;i;
pate-in-peril;i;wish;
i;wish;you;
wish;you;would;
you;would;tell;
would;tell;the;
tell;the;story;
the;story;to;
story;to;my;
to;my;young;
my;young;friend;
young;friend;here;
friend;here;he;
here;he;likes;
he;likes;weel;
likes;weel;to;
weel;to;hear;
to;hear;of;
hear;of;a;
of;a;sharp;
a;sharp;trick;
sharp;trick;as;
trick;as;most;
as;most;lawyers;
most;lawyers;do;
lawyers;do;i;
do;i;wonder;
i;wonder;at;
wonder;at;your;
at;your;want;
your;want;of;
want;of;circumspection;
of;circumspection;provost;
circumspection;provost;said;
provost;said;the;
said;the;laird;
the;laird;much;
laird;much;after;
much;after;the;
after;the;manner;
the;manner;of;
manner;of;a;
of;a;singer;
a;singer;when;
singer;when;declining;
when;declining;to;
declining;to;sing;
to;sing;the;
sing;the;song;
the;song;that;
song;that;is;
that;is;quivering;
is;quivering;upon;
quivering;upon;his;
upon;his;tongues;
his;tongues;very;
tongues;very;end;
very;end;ye;
end;ye;should;
ye;should;mind;
should;mind;there;
mind;there;are;
there;are;some;
are;some;auld;
some;auld;stories;
auld;stories;that;
stories;that;cannot;
that;cannot;be;
cannot;be;ripped;
be;ripped;up;
ripped;up;again;
up;again;with;
again;with;entire;
with;entire;safety;
entire;safety;to;
safety;to;all;
to;all;concerned;
all;concerned;tace;
concerned;tace;is;
tace;is;latin;
is;latin;for;
latin;for;a;
for;a;candle;
a;candle;i;
candle;i;hope;
i;hope;said;
hope;said;the;
said;the;lady;
the;lady;you;
lady;you;are;
you;are;not;
are;not;afraid;
not;afraid;of;
afraid;of;anything;
of;anything;being;
anything;being;said;
being;said;out;
said;out;of;
out;of;this;
of;this;house;
this;house;to;
house;to;your;
to;your;prejudice;
your;prejudice;summertrees;
prejudice;summertrees;i;
summertrees;i;have;
i;have;heard;
have;heard;the;
heard;the;story;
the;story;before;
story;before;but;
before;but;the;
but;the;oftener;
the;oftener;i;
oftener;i;hear;
i;hear;it;
hear;it;the;
it;the;more;
the;more;wonderful;
more;wonderful;i;
wonderful;i;think;
i;think;it;
think;it;yes;
it;yes;madam;
yes;madam;but;
madam;but;it;
but;it;has;
it;has;been;
has;been;now;
been;now;a;
now;a;wonder;
a;wonder;of;
wonder;of;more;
of;more;than;
more;than;nine;
than;nine;days;
nine;days;and;
days;and;it;
and;it;is;
it;is;time;
is;time;it;
time;it;should;
it;should;be;
should;be;ended;
be;ended;answered;
ended;answered;maxwell;
answered;maxwell;fairford;
maxwell;fairford;now;
fairford;now;thought;
now;thought;it;
thought;it;civil;
it;civil;to;
civil;to;say;
to;say;that;
say;that;he;
that;he;had;
he;had;often;
had;often;heard;
often;heard;of;
heard;of;mr;
of;mr;maxwells;
mr;maxwells;wonderful;
maxwells;wonderful;escape;
wonderful;escape;and;
escape;and;that;
and;that;nothing;
that;nothing;could;
nothing;could;be;
could;be;more;
be;more;agreeable;
more;agreeable;to;
agreeable;to;him;
to;him;than;
him;than;to;
than;to;hear;
to;hear;the;
hear;the;right;
the;right;version;
right;version;of;
version;of;it;
of;it;but;
it;but;summertrees;
but;summertrees;was;
summertrees;was;obdurate;
was;obdurate;and;
obdurate;and;refused;
and;refused;to;
refused;to;take;
to;take;up;
take;up;the;
up;the;time;
the;time;of;
time;of;the;
of;the;company;
the;company;with;
company;with;such;
with;such;auld-warld;
such;auld-warld;nonsense;
auld-warld;nonsense;weel;
nonsense;weel;weel;
weel;weel;said;
weel;said;the;
said;the;provost;
the;provost;a;
provost;a;wilful;
a;wilful;man;
wilful;man;maun;
man;maun;hae;
maun;hae;his;
hae;his;way;
his;way;what;
way;what;do;
what;do;your;
do;your;folk;
your;folk;in;
folk;in;the;
in;the;country;
the;country;think;
country;think;about;
think;about;the;
about;the;disturbances;
the;disturbances;that;
disturbances;that;are;
that;are;beginning;
are;beginning;to;
beginning;to;spunk;
to;spunk;out;
spunk;out;in;
out;in;the;
in;the;colonies;
the;colonies;excellent;
colonies;excellent;sir;
excellent;sir;excellent;
sir;excellent;when;
excellent;when;things;
when;things;come;
things;come;to;
come;to;the;
to;the;worst;
the;worst;they;
worst;they;will;
they;will;mend;
will;mend;and;
mend;and;to;
and;to;the;
to;the;worst;
the;worst;they;
worst;they;are;
they;are;coming;
are;coming;but;
coming;but;as;
but;as;to;
as;to;that;
to;that;nonsense;
that;nonsense;ploy;
nonsense;ploy;of;
ploy;of;mine;
of;mine;if;
mine;if;ye;
if;ye;insist;
ye;insist;on;
insist;on;hearing;
on;hearing;the;
hearing;the;particulars;
the;particulars;said;
particulars;said;the;
said;the;laird;
the;laird;who;
laird;who;began;
who;began;to;
began;to;be;
to;be;sensible;
be;sensible;that;
sensible;that;the;
that;the;period;
the;period;of;
period;of;telling;
of;telling;his;
telling;his;story;
his;story;gracefully;
story;gracefully;was;
gracefully;was;gliding;
was;gliding;fast;
gliding;fast;away;
fast;away;nay;
away;nay;said;
nay;said;the;
said;the;provost;
the;provost;it;
provost;it;was;
it;was;not;
was;not;for;
not;for;myself;
for;myself;but;
myself;but;this;
but;this;young;
this;young;gentlemen;
young;gentlemen;aweel;
gentlemen;aweel;what;
aweel;what;for;
what;for;should;
for;should;i;
should;i;not;
i;not;pleasure;
not;pleasure;the;
pleasure;the;young;
the;young;gentlemen;
young;gentlemen;ill;
gentlemen;ill;just;
ill;just;drink;
just;drink;to;
drink;to;honest;
to;honest;folk;
honest;folk;at;
folk;at;hame;
at;hame;and;
hame;and;abroad;
and;abroad;and;
abroad;and;deil;
and;deil;ane;
deil;ane;else;
ane;else;and;
else;and;then--but;
and;then--but;you;
then--but;you;have;
you;have;heard;
have;heard;it;
heard;it;before;
it;before;mrs;
before;mrs;crosbie;
mrs;crosbie;not;
crosbie;not;so;
not;so;often;
so;often;as;
often;as;to;
as;to;think;
to;think;it;
think;it;tiresome;
it;tiresome;i;
tiresome;i;assure;
i;assure;ye;
assure;ye;said;
ye;said;the;
said;the;lady;
the;lady;and;
lady;and;without;
and;without;further;
without;further;preliminaries;
further;preliminaries;the;
preliminaries;the;laird;
the;laird;addressed;
laird;addressed;alan;
addressed;alan;fairford;
alan;fairford;ye;
fairford;ye;have;
ye;have;heard;
have;heard;of;
heard;of;a;
of;a;year;
a;year;they;
year;they;call;
they;call;the;
call;the;forty-five;
the;forty-five;young;
forty-five;young;gentleman;
young;gentleman;when;
gentleman;when;the;
when;the;southrons;
the;southrons;heads;
southrons;heads;made;
heads;made;their;
made;their;last;
their;last;acquaintance;
last;acquaintance;with;
acquaintance;with;scottish;
with;scottish;claymores;
scottish;claymores;there;
claymores;there;was;
there;was;a;
was;a;set;
a;set;of;
set;of;rampauging;
of;rampauging;chields;
rampauging;chields;in;
chields;in;the;
in;the;country;
the;country;then;
country;then;that;
then;that;they;
that;they;called;
they;called;rebels--i;
called;rebels--i;never;
rebels--i;never;could;
never;could;find;
could;find;out;
find;out;what;
out;what;for--some;
what;for--some;men;
for--some;men;should;
men;should;have;
should;have;been;
have;been;wi;
been;wi;them;
wi;them;that;
them;that;never;
that;never;came;
never;came;provost--skye;
came;provost--skye;and;
provost--skye;and;the;
and;the;bush;
the;bush;aboon;
bush;aboon;traquair;
aboon;traquair;for;
traquair;for;that;
for;that;ye;
that;ye;ken;
ye;ken;weel;
ken;weel;the;
weel;the;job;
the;job;was;
job;was;settled;
was;settled;at;
settled;at;last;
at;last;cloured;
last;cloured;crowns;
cloured;crowns;were;
crowns;were;plenty;
were;plenty;and;
plenty;and;raxed;
and;raxed;necks;
raxed;necks;came;
necks;came;into;
came;into;fashion;
into;fashion;i;
fashion;i;dinna;
i;dinna;mind;
dinna;mind;very;
mind;very;weel;
very;weel;what;
weel;what;i;
what;i;was;
i;was;doing;
was;doing;swaggering;
doing;swaggering;about;
swaggering;about;the;
about;the;country;
the;country;with;
country;with;dirk;
with;dirk;and;
dirk;and;pistol;
and;pistol;at;
pistol;at;my;
at;my;belt;
my;belt;for;
belt;for;five;
for;five;or;
five;or;six;
or;six;months;
six;months;or;
months;or;thereaway;
or;thereaway;but;
thereaway;but;i;
but;i;had;
i;had;a;
had;a;weary;
a;weary;waking;
weary;waking;out;
waking;out;of;
out;of;a;
of;a;wild;
a;wild;dream;
wild;dream;when;
dream;when;did;
when;did;i;
did;i;find;
i;find;myself;
find;myself;on;
myself;on;foot;
on;foot;in;
foot;in;a;
in;a;misty;
a;misty;morning;
misty;morning;with;
morning;with;my;
with;my;hand;
my;hand;just;
hand;just;for;
just;for;fear;
for;fear;of;
fear;of;going;
of;going;astray;
going;astray;linked;
astray;linked;into;
linked;into;a;
into;a;handcuff;
a;handcuff;as;
handcuff;as;they;
as;they;call;
they;call;it;
call;it;with;
it;with;poor;
with;poor;harry;
poor;harry;redgauntlets;
harry;redgauntlets;fastened;
redgauntlets;fastened;into;
fastened;into;the;
into;the;other;
the;other;and;
other;and;there;
and;there;we;
there;we;were;
we;were;trudging;
were;trudging;along;
trudging;along;with;
along;with;about;
with;about;a;
about;a;score;
a;score;more;
score;more;that;
more;that;had;
that;had;thrust;
had;thrust;their;
thrust;their;horns;
their;horns;ower;
horns;ower;deep;
ower;deep;in;
deep;in;the;
in;the;bog;
the;bog;just;
bog;just;like;
just;like;ourselves;
like;ourselves;and;
ourselves;and;a;
and;a;sergeants;
a;sergeants;guard;
sergeants;guard;of;
guard;of;redcoats;
of;redcoats;with;
redcoats;with;twa;
with;twa;file;
twa;file;of;
file;of;dragoons;
of;dragoons;to;
dragoons;to;keep;
to;keep;all;
keep;all;quiet;
all;quiet;and;
quiet;and;give;
and;give;us;
give;us;heart;
us;heart;to;
heart;to;the;
to;the;road;
the;road;now;
road;now;if;
now;if;this;
if;this;mode;
this;mode;of;
mode;of;travelling;
of;travelling;was;
travelling;was;not;
was;not;very;
not;very;pleasant;
very;pleasant;the;
pleasant;the;object;
the;object;did;
object;did;not;
did;not;particularly;
not;particularly;recommend;
particularly;recommend;it;
recommend;it;for;
it;for;you;
for;you;understand;
you;understand;young;
understand;young;man;
young;man;that;
man;that;they;
that;they;did;
they;did;not;
did;not;trust;
not;trust;these;
trust;these;poor;
these;poor;rebel;
poor;rebel;bodies;
rebel;bodies;to;
bodies;to;be;
to;be;tried;
be;tried;by;
tried;by;juries;
by;juries;of;
juries;of;their;
of;their;ain;
their;ain;kindly;
ain;kindly;countrymen;
kindly;countrymen;though;
countrymen;though;ane;
though;ane;would;
ane;would;have;
would;have;thought;
have;thought;they;
thought;they;would;
they;would;have;
would;have;found;
have;found;whigs;
found;whigs;enough;
whigs;enough;in;
enough;in;scotland;
in;scotland;to;
scotland;to;hang;
to;hang;us;
hang;us;all;
us;all;but;
all;but;they;
but;they;behoved;
they;behoved;to;
behoved;to;trounce;
to;trounce;us;
trounce;us;away;
us;away;to;
away;to;be;
to;be;tried;
be;tried;at;
tried;at;carlisle;
at;carlisle;where;
carlisle;where;the;
where;the;folk;
the;folk;had;
folk;had;been;
had;been;so;
been;so;frightened;
so;frightened;that;
frightened;that;had;
that;had;you;
had;you;brought;
you;brought;a;
brought;a;whole;
a;whole;highland;
whole;highland;clan;
highland;clan;at;
clan;at;once;
at;once;into;
once;into;the;
into;the;court;
the;court;they;
court;they;would;
they;would;have;
would;have;put;
have;put;their;
put;their;hands;
their;hands;upon;
hands;upon;their;
upon;their;een;
their;een;and;
een;and;cried;
and;cried;hang;
cried;hang;them;
hang;them;a;
them;a;just;
a;just;to;
just;to;be;
to;be;quit;
be;quit;of;
quit;of;them;
of;them;aye;
them;aye;aye;
aye;aye;said;
aye;said;the;
said;the;provost;
the;provost;that;
provost;that;was;
that;was;a;
was;a;snell;
a;snell;law;
snell;law;i;
law;i;grant;
i;grant;ye;
grant;ye;snell;
ye;snell;said;
snell;said;the;
said;the;wife;
the;wife;snell;
wife;snell;i;
snell;i;wish;
i;wish;they;
wish;they;that;
they;that;passed;
that;passed;it;
passed;it;had;
it;had;the;
had;the;jury;
the;jury;i;
jury;i;would;
i;would;recommend;
would;recommend;them;
recommend;them;to;
them;to;i;
to;i;suppose;
i;suppose;the;
suppose;the;young;
the;young;lawyer;
young;lawyer;thinks;
lawyer;thinks;it;
thinks;it;all;
it;all;very;
all;very;right;
very;right;said;
right;said;summertrees;
said;summertrees;looking;
summertrees;looking;at;
looking;at;fairford--an;
at;fairford--an;old;
fairford--an;old;lawyer;
old;lawyer;might;
lawyer;might;have;
might;have;thought;
have;thought;otherwise;
thought;otherwise;however;
otherwise;however;the;
however;the;cudgel;
the;cudgel;was;
cudgel;was;to;
was;to;be;
to;be;found;
be;found;to;
found;to;beat;
to;beat;the;
beat;the;dog;
the;dog;and;
dog;and;they;
and;they;chose;
they;chose;a;
chose;a;heavy;
a;heavy;one;
heavy;one;well;
one;well;i;
well;i;kept;
i;kept;my;
kept;my;spirits;
my;spirits;better;
spirits;better;than;
better;than;my;
than;my;companion;
my;companion;poor;
companion;poor;fellow;
poor;fellow;for;
fellow;for;i;
for;i;had;
i;had;the;
had;the;luck;
the;luck;to;
luck;to;have;
to;have;neither;
have;neither;wife;
neither;wife;nor;
wife;nor;child;
nor;child;to;
child;to;think;
to;think;about;
think;about;and;
about;and;harry;
and;harry;redgauntlet;
harry;redgauntlet;had;
redgauntlet;had;both;
had;both;one;
both;one;and;
one;and;tother;
and;tother;you;
tother;you;have;
you;have;seen;
have;seen;harry;
seen;harry;mrs;
harry;mrs;crosbie;
mrs;crosbie;in;
crosbie;in;troth;
in;troth;have;
troth;have;i;
have;i;said;
i;said;she;
said;she;with;
she;with;the;
with;the;sigh;
the;sigh;which;
sigh;which;we;
which;we;give;
we;give;to;
give;to;early;
to;early;recollections;
early;recollections;of;
recollections;of;which;
of;which;the;
which;the;object;
the;object;is;
object;is;no;
is;no;more;
no;more;he;
more;he;was;
he;was;not;
was;not;so;
not;so;tall;
so;tall;as;
tall;as;his;
as;his;brother;
his;brother;and;
brother;and;a;
and;a;gentler;
a;gentler;lad;
gentler;lad;every;
lad;every;way;
every;way;after;
way;after;he;
after;he;married;
he;married;the;
married;the;great;
the;great;english;
great;english;fortune;
english;fortune;folk;
fortune;folk;called;
folk;called;him;
called;him;less;
him;less;of;
less;of;a;
of;a;scottishman;
a;scottishman;than;
scottishman;than;edward;
than;edward;folk;
edward;folk;leed;
folk;leed;then;
leed;then;said;
then;said;summertrees;
said;summertrees;poor;
summertrees;poor;harry;
poor;harry;was;
harry;was;none;
was;none;of;
none;of;your;
of;your;bold-speaking;
your;bold-speaking;ranting;
bold-speaking;ranting;reivers;
ranting;reivers;that;
reivers;that;talk;
that;talk;about;
talk;about;what;
about;what;they;
what;they;did;
they;did;yesterday;
did;yesterday;or;
yesterday;or;what;
or;what;they;
what;they;will;
they;will;do;
will;do;to-morrow;
do;to-morrow;it;
to-morrow;it;was;
it;was;when;
was;when;something;
when;something;was;
something;was;to;
was;to;do;
to;do;at;
do;at;the;
at;the;moment;
the;moment;that;
moment;that;you;
that;you;should;
you;should;have;
should;have;looked;
have;looked;at;
looked;at;harry;
at;harry;redgauntlet;
harry;redgauntlet;i;
redgauntlet;i;saw;
i;saw;him;
saw;him;at;
him;at;culloden;
at;culloden;when;
culloden;when;all;
when;all;was;
all;was;lost;
was;lost;doing;
lost;doing;more;
doing;more;than;
more;than;twenty;
than;twenty;of;
twenty;of;these;
of;these;bleezing;
these;bleezing;braggarts;
bleezing;braggarts;till;
braggarts;till;the;
till;the;very;
the;very;soldiers;
very;soldiers;that;
soldiers;that;took;
that;took;him;
took;him;cried;
him;cried;not;
cried;not;to;
not;to;hurt;
to;hurt;him--for;
hurt;him--for;all;
him--for;all;somebodys;
all;somebodys;orders;
somebodys;orders;provost--for;
orders;provost--for;he;
provost--for;he;was;
he;was;the;
was;the;bravest;
the;bravest;fellow;
bravest;fellow;of;
fellow;of;them;
of;them;all;
them;all;weel;
all;weel;as;
weel;as;i;
as;i;went;
i;went;by;
went;by;the;
by;the;side;
the;side;of;
side;of;harry;
of;harry;and;
harry;and;felt;
and;felt;him;
felt;him;raise;
him;raise;my;
raise;my;hand;
my;hand;up;
hand;up;in;
up;in;the;
in;the;mist;
the;mist;of;
mist;of;the;
of;the;morning;
the;morning;as;
morning;as;if;
as;if;he;
if;he;wished;
he;wished;to;
wished;to;wipe;
to;wipe;his;
wipe;his;eye--for;
his;eye--for;he;
eye--for;he;had;
he;had;not;
had;not;that;
not;that;freedom;
that;freedom;without;
freedom;without;my;
without;my;leave--my;
my;leave--my;very;
leave--my;very;heart;
very;heart;was;
heart;was;like;
was;like;to;
like;to;break;
to;break;for;
break;for;him;
for;him;poor;
him;poor;fellow;
poor;fellow;in;
fellow;in;the;
in;the;meanwhile;
the;meanwhile;i;
meanwhile;i;had;
i;had;been;
had;been;trying;
been;trying;and;
trying;and;trying;
and;trying;to;
trying;to;make;
to;make;my;
make;my;hand;
my;hand;as;
hand;as;fine;
as;fine;as;
fine;as;a;
as;a;ladys;
a;ladys;to;
ladys;to;see;
to;see;if;
see;if;i;
if;i;could;
i;could;slip;
could;slip;it;
slip;it;out;
it;out;of;
out;of;my;
of;my;iron;
my;iron;wristband;
iron;wristband;you;
wristband;you;may;
you;may;think;
may;think;he;
think;he;said;
he;said;laying;
said;laying;his;
laying;his;broad;
his;broad;bony;
broad;bony;hand;
bony;hand;on;
hand;on;the;
on;the;table;
the;table;i;
table;i;had;
i;had;work;
had;work;enough;
work;enough;with;
enough;with;such;
with;such;a;
such;a;shoulder-of-mutton;
a;shoulder-of-mutton;fist;
shoulder-of-mutton;fist;but;
fist;but;if;
but;if;you;
if;you;observe;
you;observe;the;
observe;the;shackle-bones;
the;shackle-bones;are;
shackle-bones;are;of;
are;of;the;
of;the;largest;
the;largest;and;
largest;and;so;
and;so;they;
so;they;were;
they;were;obliged;
were;obliged;to;
obliged;to;keep;
to;keep;the;
keep;the;handcuff;
the;handcuff;wide;
handcuff;wide;at;
wide;at;length;
at;length;i;
length;i;got;
i;got;my;
got;my;hand;
my;hand;slipped;
hand;slipped;out;
slipped;out;and;
out;and;slipped;
and;slipped;in;
slipped;in;again;
in;again;and;
again;and;poor;
and;poor;harry;
poor;harry;was;
harry;was;sae;
was;sae;deep;
sae;deep;in;
deep;in;his;
in;his;ain;
his;ain;thoughts;
ain;thoughts;i;
thoughts;i;could;
i;could;not;
could;not;make;
not;make;him;
make;him;sensible;
him;sensible;what;
sensible;what;i;
what;i;was;
i;was;doing;
was;doing;why;
doing;why;not;
why;not;said;
not;said;alan;
said;alan;fairford;
alan;fairford;for;
fairford;for;whom;
for;whom;the;
whom;the;tale;
the;tale;began;
tale;began;to;
began;to;have;
to;have;some;
have;some;interest;
some;interest;because;
interest;because;there;
because;there;was;
there;was;an;
was;an;unchancy;
an;unchancy;beast;
unchancy;beast;of;
beast;of;a;
of;a;dragoon;
a;dragoon;riding;
dragoon;riding;close;
riding;close;beside;
close;beside;us;
beside;us;on;
us;on;the;
on;the;other;
the;other;side;
other;side;and;
side;and;if;
and;if;i;
if;i;had;
i;had;let;
had;let;him;
let;him;into;
him;into;my;
into;my;confidence;
my;confidence;as;
confidence;as;well;
as;well;as;
well;as;harry;
as;harry;it;
harry;it;would;
it;would;not;
would;not;have;
not;have;been;
have;been;long;
been;long;before;
long;before;a;
before;a;pistol-ball;
a;pistol-ball;slapped;
pistol-ball;slapped;through;
slapped;through;my;
through;my;bonnet;
my;bonnet;well;
bonnet;well;i;
well;i;had;
i;had;little;
had;little;for;
little;for;it;
for;it;but;
it;but;to;
but;to;do;
to;do;the;
do;the;best;
the;best;i;
best;i;could;
i;could;for;
could;for;myself;
for;myself;and;
myself;and;by;
and;by;my;
by;my;conscience;
my;conscience;it;
conscience;it;was;
it;was;time;
was;time;when;
time;when;the;
when;the;gallows;
the;gallows;was;
gallows;was;staring;
was;staring;me;
staring;me;in;
me;in;the;
in;the;face;
the;face;we;
face;we;were;
we;were;to;
were;to;halt;
to;halt;for;
halt;for;breakfast;
for;breakfast;at;
breakfast;at;moffat;
at;moffat;well;
moffat;well;did;
well;did;i;
did;i;know;
i;know;the;
know;the;moors;
the;moors;we;
moors;we;were;
we;were;marching;
were;marching;over;
marching;over;having;
over;having;hunted;
having;hunted;and;
hunted;and;hawked;
and;hawked;on;
hawked;on;every;
on;every;acre;
every;acre;of;
acre;of;ground;
of;ground;in;
ground;in;very;
in;very;different;
very;different;times;
different;times;so;
times;so;i;
so;i;waited;
i;waited;you;
waited;you;see;
you;see;till;
see;till;i;
till;i;was;
i;was;on;
was;on;the;
on;the;edge;
the;edge;of;
edge;of;errickstane-brae--ye;
of;errickstane-brae--ye;ken;
errickstane-brae--ye;ken;the;
ken;the;place;
the;place;they;
place;they;call;
they;call;the;
call;the;marquiss;
the;marquiss;beef-stand;
marquiss;beef-stand;because;
beef-stand;because;the;
because;the;annandale;
the;annandale;loons;
annandale;loons;used;
loons;used;to;
used;to;put;
to;put;their;
put;their;stolen;
their;stolen;cattle;
stolen;cattle;in;
cattle;in;there;
in;there;fairford;
there;fairford;intimated;
fairford;intimated;his;
intimated;his;ignorance;
his;ignorance;ye;
ignorance;ye;must;
ye;must;have;
must;have;seen;
have;seen;it;
seen;it;as;
it;as;ye;
as;ye;came;
ye;came;this;
came;this;way;
this;way;it;
way;it;looks;
it;looks;as;
looks;as;if;
as;if;four;
if;four;hills;
four;hills;were;
hills;were;laying;
were;laying;their;
laying;their;heads;
their;heads;together;
heads;together;to;
together;to;shut;
to;shut;out;
shut;out;daylight;
out;daylight;from;
daylight;from;the;
from;the;dark;
the;dark;hollow;
dark;hollow;space;
hollow;space;between;
space;between;them;
between;them;a;
them;a;d--d;
a;d--d;deep;
d--d;deep;black;
deep;black;blackguard-looking;
black;blackguard-looking;abyss;
blackguard-looking;abyss;of;
abyss;of;a;
of;a;hole;
a;hole;it;
hole;it;is;
it;is;and;
is;and;goes;
and;goes;straight;
goes;straight;down;
straight;down;from;
down;from;the;
from;the;roadside;
the;roadside;as;
roadside;as;perpendicular;
as;perpendicular;as;
perpendicular;as;it;
as;it;can;
it;can;do;
can;do;to;
do;to;be;
to;be;a;
be;a;heathery;
a;heathery;brae;
heathery;brae;at;
brae;at;the;
at;the;bottom;
the;bottom;there;
bottom;there;is;
there;is;a;
is;a;small;
a;small;bit;
small;bit;of;
bit;of;a;
of;a;brook;
a;brook;that;
brook;that;you;
that;you;would;
you;would;think;
would;think;could;
think;could;hardly;
could;hardly;find;
hardly;find;its;
find;its;way;
its;way;out;
way;out;from;
out;from;the;
from;the;hills;
the;hills;that;
hills;that;are;
that;are;so;
are;so;closely;
so;closely;jammed;
closely;jammed;round;
jammed;round;it;
round;it;a;
it;a;bad;
a;bad;pass;
bad;pass;indeed;
pass;indeed;said;
indeed;said;alan;
said;alan;you;
alan;you;may;
you;may;say;
may;say;that;
say;that;continued;
that;continued;the;
continued;the;laird;
the;laird;bad;
laird;bad;as;
bad;as;it;
as;it;was;
it;was;sir;
was;sir;it;
sir;it;was;
it;was;my;
was;my;only;
my;only;chance;
only;chance;and;
chance;and;though;
and;though;my;
though;my;very;
my;very;flesh;
very;flesh;creeped;
flesh;creeped;when;
creeped;when;i;
when;i;thought;
i;thought;what;
thought;what;a;
what;a;rumble;
a;rumble;i;
rumble;i;was;
i;was;going;
was;going;to;
going;to;get;
to;get;yet;
get;yet;i;
yet;i;kept;
i;kept;my;
kept;my;heart;
my;heart;up;
heart;up;all;
up;all;the;
all;the;same;
the;same;and;
same;and;so;
and;so;just;
so;just;when;
just;when;we;
when;we;came;
we;came;on;
came;on;the;
on;the;edge;
the;edge;of;
edge;of;this;
of;this;beef-stand;
this;beef-stand;of;
beef-stand;of;the;
of;the;johnstones;
the;johnstones;i;
johnstones;i;slipped;
i;slipped;out;
slipped;out;my;
out;my;hand;
my;hand;from;
hand;from;the;
from;the;handcuff;
the;handcuff;cried;
handcuff;cried;to;
cried;to;harry;
to;harry;gauntlet;
harry;gauntlet;follow;
gauntlet;follow;me;
follow;me;whisked;
me;whisked;under;
whisked;under;the;
under;the;belly;
the;belly;of;
belly;of;the;
of;the;dragoon;
the;dragoon;horse--flung;
dragoon;horse--flung;my;
horse--flung;my;plaid;
my;plaid;round;
plaid;round;me;
round;me;with;
me;with;the;
with;the;speed;
the;speed;of;
speed;of;lightning--threw;
of;lightning--threw;myself;
lightning--threw;myself;on;
myself;on;my;
on;my;side;
my;side;for;
side;for;there;
for;there;was;
there;was;no;
was;no;keeping;
no;keeping;my;
keeping;my;feet;
my;feet;and;
feet;and;down;
and;down;the;
down;the;brae;
the;brae;hurled;
brae;hurled;i;
hurled;i;over;
i;over;heather;
over;heather;and;
heather;and;fern;
and;fern;and;
fern;and;blackberries;
and;blackberries;like;
blackberries;like;a;
like;a;barrel;
a;barrel;down;
barrel;down;chalmers;
down;chalmers;close;
chalmers;close;in;
close;in;auld;
in;auld;reekie;
auld;reekie;g;
reekie;g;sir;
g;sir;i;
sir;i;never;
i;never;could;
never;could;help;
could;help;laughing;
help;laughing;when;
laughing;when;i;
when;i;think;
i;think;how;
think;how;the;
how;the;scoundrel;
the;scoundrel;redcoats;
scoundrel;redcoats;must;
redcoats;must;have;
must;have;been;
have;been;bumbazed;
been;bumbazed;for;
bumbazed;for;the;
for;the;mist;
the;mist;being;
mist;being;as;
being;as;i;
as;i;said;
i;said;thick;
said;thick;they;
thick;they;had;
they;had;little;
had;little;notion;
little;notion;i;
notion;i;take;
i;take;it;
take;it;that;
it;that;they;
that;they;were;
they;were;on;
were;on;the;
on;the;verge;
the;verge;of;
verge;of;such;
of;such;a;
such;a;dilemma;
a;dilemma;i;
dilemma;i;was;
i;was;half;
was;half;way;
half;way;down--for;
way;down--for;rowing;
down--for;rowing;is;
rowing;is;faster;
is;faster;wark;
faster;wark;than;
wark;than;rinning--ere;
than;rinning--ere;they;
rinning--ere;they;could;
they;could;get;
could;get;at;
get;at;their;
at;their;arms;
their;arms;and;
arms;and;then;
and;then;it;
then;it;was;
it;was;flash;
was;flash;flash;
flash;flash;flash--rap;
flash;flash--rap;rap;
flash--rap;rap;rap--from;
rap;rap--from;the;
rap--from;the;edge;
the;edge;of;
edge;of;the;
of;the;road;
the;road;but;
road;but;my;
but;my;head;
my;head;was;
head;was;too;
was;too;jumbled;
too;jumbled;to;
jumbled;to;think;
to;think;anything;
think;anything;either;
anything;either;of;
either;of;that;
of;that;or;
that;or;the;
or;the;hard;
the;hard;knocks;
hard;knocks;i;
knocks;i;got;
i;got;among;
got;among;the;
among;the;stones;
the;stones;i;
stones;i;kept;
i;kept;my;
kept;my;senses;
my;senses;thegither;
senses;thegither;whilk;
thegither;whilk;has;
whilk;has;been;
has;been;thought;
been;thought;wonderful;
thought;wonderful;by;
wonderful;by;all;
by;all;that;
all;that;ever;
that;ever;saw;
ever;saw;the;
saw;the;place;
the;place;and;
place;and;i;
and;i;helped;
i;helped;myself;
helped;myself;with;
myself;with;my;
with;my;hands;
my;hands;as;
hands;as;gallantly;
as;gallantly;as;
gallantly;as;i;
as;i;could;
i;could;and;
could;and;to;
and;to;the;
to;the;bottom;
the;bottom;i;
bottom;i;came;
i;came;there;
came;there;i;
there;i;lay;
i;lay;for;
lay;for;half;
for;half;a;
half;a;moment;
a;moment;but;
moment;but;the;
but;the;thoughts;
the;thoughts;of;
thoughts;of;a;
of;a;gallows;
a;gallows;is;
gallows;is;worth;
is;worth;all;
worth;all;the;
all;the;salts;
the;salts;and;
